"Country.Name","ISO.Code","Quantile","Indicator","Subgroup","X1950.5","X1951.5","X1952.5","X1953.5","X1954.5","X1955.5","X1956.5","X1957.5","X1958.5","X1959.5","X1960.5","X1961.5","X1962.5","X1963.5","X1964.5","X1965.5","X1966.5","X1967.5","X1968.5","X1969.5","X1970.5","X1971.5","X1972.5","X1973.5","X1974.5","X1975.5","X1976.5","X1977.5","X1978.5","X1979.5","X1980.5","X1981.5","X1982.5","X1983.5","X1984.5","X1985.5","X1986.5","X1987.5","X1988.5","X1989.5","X1990.5","X1991.5","X1992.5","X1993.5","X1994.5","X1995.5","X1996.5","X1997.5","X1998.5","X1999.5","X2000.5","X2001.5","X2002.5","X2003.5","X2004.5","X2005.5","X2006.5","X2007.5","X2008.5","X2009.5","X2010.5","X2011.5","X2012.5","X2013.5","X2014.5","X2015.5","X2016.5","X2017.5","X2018.5","X2019.5"
"El Salvador","SLV","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,257.6877531,244.3689552,233.3650425,223.873828,215.0240614,207.7645082,201.4563904,196.4454559,191.547347,187.6975628,184.2122387,180.9729108,177.9130293,175.0961379,172.0831176,169.5204209,166.2290795,162.8441021,159.2221309,154.9455042,149.9606426,144.6651709,138.8738464,132.7113683,126.1711182,119.5635672,112.7938699,105.9338931,99.43342504,93.19320426,87.260641,81.96605618,77.18339912,72.80062993,68.72965111,65.01201446,61.54680123,58.3084416,55.12825312,51.93146879,48.80145096,45.85825448,43.12890898,40.62348738,38.2998565,36.30720864,34.44197047,32.7551087,31.17253549,29.71094626,28.35098868,27.10902013,26.00092974,25.0874304,24.28081962,23.60005026,22.95958768,22.39365403,21.88902281,21.62809516,21.3011127,21.11527776,20.94936161,20.87684129,20.76970973
"Equatorial Guinea","GNQ","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.0439854,160.3764044,160.8387687,160.4399247,159.6446514,158.4947484,157.2964085,156.9346147,156.7195657,156.3874743,156.4595325,156.2291821,155.6452237,154.5262839,153.0074588,150.3251176,147.3435194,143.7382294,139.736403,135.2929889,130.7497971,125.9709605,120.6273085,115.3373748,110.2493274,105.0842544,99.47627605,93.63904374,88.06702934,82.47750531,77.25513622,72.40283662,67.63948752,63.44280456,59.51584498,56.01992454,52.36164703,49.09489344
"Equatorial Guinea","GNQ","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.9821249,194.1274472,190.2724396,187.0499189,184.340628,182.2621494,180.4965816,179.0696871,177.7052855,176.4736046,175.2014919,173.9023636,172.7168953,171.255368,169.4525442,167.1208457,164.0230315,160.4315731,156.3136364,152.1126134,147.6559987,143.3303502,138.7570753,134.2573829,129.7020708,124.8942511,120.3101501,115.8015595,111.653785,107.8875469,104.2415477,100.6757512,97.40305918,93.98849653,90.80876314,87.67384977,84.66168296,81.84665414
"Equatorial Guinea","GNQ","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.0412445,227.1999761,219.7961131,214.4279564,210.0831913,207.4568138,204.5639631,202.4077565,200.5627199,198.7655733,196.877846,195.3902023,193.7909299,192.5091991,190.884925,188.810636,185.9442242,182.2030763,178.3238946,174.0860542,169.2597104,164.5574154,160.2416829,156.1008116,151.5798127,147.3300287,144.2284555,141.5908662,139.2372085,137.4271273,136.1158547,135.2459822,134.7061534,134.5803489,134.6363561,135.0558753,135.0362751,134.5752423
"Eritrea","ERI","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.2978558,180.6924765,179.4534489,177.5629512,175.8028045,174.3130495,172.5631133,170.9220248,169.2525552,167.1666251,164.9742964,162.3008312,159.0940007,155.4040188,150.9899788,145.8583767,140.2526143,134.0188031,127.181795,119.9755017,112.5444868,105.2747558,98.57957693,92.51944703,87.17393167,82.41279633,78.13923582,74.16183847,70.42738925,66.93444779,63.76278523,60.86932465,57.97555492,55.20636591,52.45739449,49.46300975,46.34901143,43.3204301,40.40300442,37.67269427,35.07636586,32.51177667,30.20869188,28.10429747,26.18034028,24.49049055
"Eritrea","ERI","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.6504771,211.1058868,206.5573678,202.476153,198.7388974,195.5679082,192.7333448,190.0300994,187.1407447,184.243593,181.1832426,177.6507554,173.8366535,169.5692111,164.744329,159.0894513,152.7342288,145.7024295,138.1363306,130.1348216,122.1518817,114.4373256,107.2319078,100.742436,95.01800248,89.92741658,85.36594877,81.20207064,77.39216048,73.8661904,70.61534282,67.58015253,64.72095782,62.0451762,59.53440918,57.28044249,55.2403401,53.1858534,51.31877317,49.52933855,47.87431945,46.31149602,44.80026892,43.28047615,41.87428754,40.49187439
"Eritrea","ERI","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.2574188,246.39726,237.3351851,229.9593673,223.7497147,218.3967272,214.2161632,210.2982819,206.375081,202.7417942,198.9535847,194.9926926,190.554915,185.486071,179.9363571,173.6947303,166.566857,158.8724841,150.2193012,141.4182964,132.6234941,124.3157695,116.5684729,109.6522078,103.4640814,97.93635787,93.10865456,88.69782771,84.76418717,81.20421098,77.9990565,75.0119409,72.1580082,69.73365997,67.68430271,66.39886907,65.84429989,65.5362593,65.44818655,65.52653534,65.55985771,66.05228834,66.25679793,66.74635012,67.0385485,66.98032586
"Estonia","EST","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.75166818,20.50742305,20.05789414,19.47731934,18.86045036,18.3570365,17.97408017,17.65548486,17.3861881,17.15086461,17.01268414,16.85871634,16.59449102,16.19807481,15.63599954,14.91820896,14.05659211,13.11867986,12.18065243,11.26544668,10.37934219,9.524744235,8.727465082,7.992164726,7.311321696,6.682181177,6.100309985,5.569524244,5.087598904,4.643778906,4.252357358,3.911055547,3.609262227,3.345029746,3.102732335,2.886036391,2.672304879,2.45770893,2.245620026,2.046308746
"Estonia","EST","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.48516654,21.66173947,20.8738614,20.15971587,19.53314405,19.03251996,18.63023485,18.30055331,18.02574293,17.8055519,17.65057296,17.49505126,17.26993684,16.91232182,16.36495839,15.61582323,14.71852906,13.76690657,12.80606943,11.85905599,10.9448798,10.06570065,9.23642355,8.465909453,7.754330207,7.099652372,6.493030089,5.939955125,5.435468762,4.980407207,4.577191312,4.218728177,3.904392843,3.625087787,3.375372585,3.14691709,2.936086686,2.738520285,2.55902544,2.397351965
"Estonia","EST","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.53181508,22.92075538,21.73752837,20.85783708,20.21134391,19.69322604,19.27714293,18.93199037,18.65278051,18.44669441,18.27946233,18.16104377,17.99878506,17.70102909,17.18039192,16.39742084,15.43900735,14.45481156,13.45309321,12.46559606,11.51376304,10.6024033,9.746126788,8.951209038,8.213867892,7.522463567,6.891189487,6.322038502,5.803835996,5.326622086,4.907929299,4.542200842,4.211786466,3.915306421,3.66189228,3.426865792,3.224313797,3.059386233,2.922199434,2.830960194
"Ethiopia","ETH","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.1643222,196.502487,200.4859507,203.4792765,206.4839764,209.1374007,211.2343024,213.4815614,215.7809713,217.6212111,219.6077424,220.2623819,220.3096201,220.0264237,218.9295038,216.8936774,214.1921688,211.1587064,207.7383152,204.0871433,200.7216748,197.0780224,193.6774663,190.0435483,185.9336169,181.601119,176.7829867,171.3373573,165.478175,159.444229,153.3290029,147.4432013,141.8551278,136.2558367,130.8542223,125.1622938,119.2416691,113.2243131,107.167201,101.0852355,95.31087657,89.85625515,84.67108694,79.87933486,75.35126294,70.94097951,66.87223441,62.89588554,58.96187699,55.22817678,51.41836835,47.91685096,44.52042438,41.60707055
"Ethiopia","ETH","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.1083483,245.8694963,245.3250482,244.9861067,244.7763261,244.2380761,243.9435256,243.537392,243.2582369,243.0534836,242.5894755,242.1271774,241.4473029,240.1756375,238.2523353,235.7213176,232.3510269,228.5892467,224.5256883,220.3849895,216.2932823,212.3614976,208.3612889,204.32913,199.9379501,195.1512608,189.867477,184.0112025,177.5269181,170.8631231,164.3772332,158.0695728,152.0719184,146.2008038,140.340417,134.2543539,128.0336073,121.6357743,115.1838459,108.8357003,102.8077447,97.06460636,91.67977391,86.65674763,81.98043021,77.63631648,73.41922177,69.48214663,65.75878669,62.23000878,58.89424914,55.83953932,53.12486534,50.73571244
"Ethiopia","ETH","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.9171576,305.2500385,298.897719,293.2527527,288.20223,284.3078068,281.059954,277.2600001,273.9614511,271.3090029,268.2457599,266.0406691,264.1045886,262.4261515,259.5089331,256.131836,251.9155663,247.3911294,242.556659,237.557844,233.0852726,228.6631215,224.3570012,220.0080312,215.2036419,209.9250095,204.2063736,197.7195759,190.5716999,183.4866498,176.4780722,169.7116072,163.2397218,156.9371767,150.6929025,144.2513099,137.6201066,130.7797571,123.7826447,117.0163292,110.6238488,104.626727,99.09164419,93.98052643,89.21299398,84.75735267,80.65645832,76.94077963,73.41577804,70.20162099,67.42458658,64.86619364,63.01061553,61.65660597
"Federated States of Micronesia","FSM","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.95559609,45.30446742,46.37608496,46.96513782,47.21411008,47.07302193,46.54615692,45.74141732,44.78643513,44.03861891,43.28927961,42.64396421,42.15411254,41.67867229,41.26445208,40.65189884,39.79698736,38.78875379,37.40879177,35.91234927,34.22527214,32.49362379,30.67033076,28.95316487,27.23105506,25.64767017,24.07595717,22.74227998,21.39161726,20.16452348,19.05621309,17.90998422,16.84549417,15.88726341,15.0668226,14.18097447,13.39208533,12.63261881,11.95721461
"Federated States of Micronesia","FSM","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.46035721,57.2578098,57.88456922,58.23489114,58.2639318,57.76085907,57.07740638,56.23865573,55.44803029,54.77599567,54.34236485,54.10837462,54.10112092,54.31344262,54.54665665,54.63577,54.65323721,54.25467933,53.548432,52.61723484,51.46112867,50.39829886,49.08919128,47.6282442,46.20474792,44.77455591,43.38488092,41.96625496,40.70473252,39.3728603,38.13613705,37.00680901,35.9268759,34.75844018,33.66205035,32.5036713,31.53412147,30.5150569,29.385242
"Federated States of Micronesia","FSM","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.22954808,72.90120396,72.70451459,72.55143883,72.18587625,71.49767691,70.7657107,69.81921083,68.92267736,68.52801561,68.54469843,68.97893498,69.69073761,71.01412888,72.33472658,73.81714543,75.1658624,76.18899983,76.9322178,77.4413775,77.81561097,77.93491697,78.37255644,78.34829382,78.08635387,77.76208866,77.92957406,77.33077344,76.73866934,76.27230823,76.29178474,76.57535952,75.98132136,75.38271772,74.88812554,73.9823056,73.42502301,73.27450201,72.49512216
"Fiji","FJI","Lower","Under-five Mortality Rate","Total",121.7825403,115.6770255,108.976853,102.5523428,96.38776649,90.61169356,85.38620028,80.69147173,76.5419622,72.7295994,69.31376369,66.22896473,63.50545481,60.98374446,58.87545845,56.92693005,55.26136639,53.83797525,52.73622687,51.76900422,51.05018878,50.38548808,49.85819226,49.14895921,48.328545,47.19464489,45.70152104,44.03065552,42.03451848,39.91378699,37.76340428,35.75279142,33.90498568,32.27239056,30.92083771,29.66449856,28.5020162,27.43625582,26.43708291,25.45357599,24.50699049,23.71938216,23.02751605,22.49785145,22.08056828,21.83623021,21.72050424,21.65321547,21.63832819,21.63265469,21.61254938,21.59874029,21.60267129,21.70113447,21.93919578,22.27548717,22.61039616,22.85165785,22.95417053,22.92688766,22.80214698,22.6661367,22.55739972,22.53872462,22.69009554,22.95862183,23.28039074,23.51048653,23.45786619,22.97367206
"Fiji","FJI","Median","Under-five Mortality Rate","Total",142.944435,132.9056821,123.757349,115.4205625,107.9420185,101.2340864,95.27844587,89.98711726,85.20746317,80.9850859,77.18042465,73.85156703,70.85073622,68.18936672,65.82848901,63.75728252,61.98300378,60.52698674,59.27417297,58.32932284,57.58748141,56.97103735,56.43091008,55.77796572,54.9571503,53.84310598,52.41214378,50.66219316,48.68949872,46.52886425,44.3258152,42.11454021,40.03362269,38.16930203,36.51943594,35.02413293,33.66214875,32.41086676,31.20694402,30.04333875,28.91017136,27.84533903,26.87793649,26.03024137,25.301777,24.71454556,24.22313493,23.78728603,23.38724622,23.021657,22.68944755,22.46450374,22.36398552,22.4178438,22.64373644,22.98366112,23.32424824,23.5828067,23.73372046,23.74616646,23.66945568,23.59456537,23.60065868,23.7054769,23.95205419,24.30636322,24.74157861,25.18914386,25.56246774,25.69327513
"Fiji","FJI","Upper","Under-five Mortality Rate","Total",168.5497289,153.1846122,140.3546759,129.6939172,120.7762416,112.7410306,105.8891567,99.94560779,94.54162276,89.85069759,85.74389453,82.06661758,78.78031323,75.99714865,73.57890789,71.40763559,69.58060798,67.98025476,66.70117249,65.65394459,64.88263702,64.37402065,63.84909342,63.24494927,62.44246523,61.42027082,60.15277108,58.43294189,56.41256541,54.14174963,51.86378465,49.51984801,47.18599788,45.10831539,43.15358571,41.3364055,39.67559971,38.12286389,36.75233751,35.43202125,34.11965402,32.76471905,31.53673139,30.29913763,29.19259639,28.12118051,27.14056388,26.19473185,25.30820206,24.50379633,23.81688951,23.36124503,23.14540042,23.17518717,23.3926083,23.73213662,24.09123237,24.37407555,24.55858142,24.61068143,24.59368722,24.61050345,24.73769955,24.95029229,25.27783902,25.7027654,26.30252564,27.02314069,27.87292428,28.79375129
"Finland","FIN","Lower","Under-five Mortality Rate","Total",41.84647045,40.72130197,39.37730628,37.93593308,36.4781801,34.93038818,33.3434209,31.65338469,29.87224948,28.06136057,26.28089267,24.71947741,23.32755037,22.05138439,20.8876771,19.81450221,18.86290448,18.00556856,17.21934732,16.49044281,15.75034718,15.02149012,14.2737418,13.51069099,12.75383785,11.96309129,11.15725505,10.3560012,9.604191805,8.945865696,8.387852153,7.944139491,7.599661175,7.349772108,7.191326079,7.091481694,7.030733704,6.965977727,6.859896366,6.709809707,6.496708356,6.229002083,5.910047302,5.571852253,5.251287863,4.960003246,4.727559948,4.536137706,4.368664195,4.228261606,4.102443761,3.996349639,3.901716275,3.806753364,3.705885596,3.592019086,3.460413349,3.316015147,3.166151006,3.019094378,2.872085508,2.734853509,2.610123723,2.501643886,2.416089254,2.352328844,2.309939851,2.274920905,2.227377146,2.167601552
"Finland","FIN","Median","Under-five Mortality Rate","Total",43.2594359,41.63786234,40.16427332,38.68902317,37.18232729,35.62142536,34.00022631,32.29108267,30.47716882,28.60985872,26.82255726,25.21840853,23.79175371,22.49750503,21.30030468,20.22219082,19.25060614,18.37659896,17.58247413,16.84156316,16.11428688,15.37667434,14.62318444,13.85834754,13.08155379,12.2804353,11.45269391,10.63656713,9.883067582,9.217271066,8.654236976,8.201625224,7.856367934,7.603591794,7.437959926,7.334044316,7.26582378,7.202379382,7.108288698,6.955464716,6.733851139,6.444714704,6.112099309,5.769650978,5.449965162,5.16464148,4.924370914,4.725116997,4.555456001,4.405532624,4.276787333,4.165958625,4.064823664,3.967361027,3.866674254,3.750521565,3.616616808,3.468153649,3.31346316,3.160249447,3.013499696,2.874336428,2.749181994,2.642386268,2.556225601,2.489841435,2.443177759,2.416021535,2.397952859,2.383668605
"Finland","FIN","Upper","Under-five Mortality Rate","Total",44.71029,42.61196939,40.97737084,39.47803872,37.91675357,36.35996876,34.68690184,32.93689242,31.09215642,29.15804888,27.34973988,25.69450066,24.23832954,22.93601155,21.70529544,20.61781215,19.63108919,18.7587539,17.96564025,17.21265682,16.49886605,15.75098446,14.99900252,14.22584731,13.43507674,12.62617656,11.76826875,10.92945184,10.1585261,9.48586434,8.926563431,8.470416313,8.113090951,7.855706062,7.677124606,7.572184046,7.501397712,7.446953732,7.365127302,7.211564548,6.99164662,6.675914643,6.320361111,5.970372418,5.649815749,5.370741631,5.126418036,4.921493714,4.744345148,4.587608328,4.454356458,4.340939724,4.240750895,4.145189862,4.040678587,3.925996203,3.784627216,3.628018294,3.464945614,3.306116663,3.155034032,3.017893466,2.891295034,2.783698824,2.695942875,2.627577828,2.585127686,2.570365453,2.588638674,2.633613122
"France","FRA","Lower","Under-five Mortality Rate","Total",55.23900965,52.15530101,48.72807,45.41824005,42.27638254,39.38465124,36.68778472,34.12123124,31.77577226,29.6608352,27.93114339,26.48781405,25.17351564,23.99471926,22.88755816,21.91342221,21.02695735,20.23513425,19.50796839,18.71799615,17.88724802,17.03021041,16.24781683,15.6399726,15.12126512,14.65669368,14.17641251,13.66232489,13.1216267,12.57246917,12.10812056,11.69209075,11.27802702,10.87890849,10.48273332,10.14612743,9.86422964,9.614501491,9.39370725,9.132129557,8.813371449,8.408196141,7.930028359,7.397938747,6.849402142,6.370766734,5.978798896,5.695224674,5.523314335,5.390863601,5.266821574,5.132869861,4.976209386,4.805197501,4.626167206,4.48251451,4.379459367,4.30619587,4.258324997,4.223225179,4.190424217,4.156715436,4.112060903,4.066980671,4.030687105,4.034591173,4.082605429,4.159254212,4.218138267,4.227104857
"France","FRA","Median","Under-five Mortality Rate","Total",57.11404225,53.31552635,49.72284131,46.31351452,43.12244834,40.15491404,37.3864831,34.79658424,32.40202525,30.28721056,28.50273363,27.00232272,25.67238009,24.46357382,23.35344389,22.34596895,21.44075261,20.62525758,19.87435635,19.10145654,18.2418986,17.36475888,16.59014214,15.95868753,15.42610973,14.93965587,14.45146551,13.9299039,13.36911574,12.82769543,12.35039045,11.92021258,11.50466856,11.08689822,10.69776823,10.35587134,10.06046393,9.80814768,9.573386632,9.316505679,8.998077231,8.595238054,8.099825317,7.540869563,6.990482838,6.505720318,6.113968355,5.82866696,5.638917646,5.50061992,5.374765754,5.240504422,5.079365413,4.897103591,4.721347822,4.577279773,4.469821496,4.394505103,4.343201517,4.306934359,4.273611117,4.238407815,4.195435965,4.147164749,4.115883756,4.122363779,4.170238209,4.255182471,4.363020187,4.459095225
"France","FRA","Upper","Under-five Mortality Rate","Total",59.02138001,54.50294166,50.75799055,47.2538783,43.99988446,40.9649859,38.13471087,35.4945011,33.01759578,30.87941244,29.05674712,27.52934811,26.19155159,24.92897636,23.82025572,22.78995234,21.86566988,21.03852592,20.2717121,19.50370785,18.6082681,17.70578577,16.93425334,16.26958808,15.72847974,15.22532443,14.74566439,14.21819894,13.62439148,13.08032508,12.58521123,12.15412701,11.74109658,11.30225944,10.91018215,10.56157997,10.26440782,10.01114967,9.761290517,9.509435838,9.185533562,8.787170311,8.283983469,7.692736299,7.125624783,6.637972993,6.247258538,5.956381355,5.750469846,5.614134478,5.489435021,5.35360967,5.188771619,4.993392754,4.815001413,4.668108074,4.558105122,4.47986271,4.426638005,4.393796025,4.362785828,4.328193532,4.282820316,4.227730127,4.202415608,4.210946871,4.257352593,4.350637043,4.513200163,4.726315648
"Gabon","GAB","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.0168801,98.99757306,96.65116937,94.30877225,91.52162982,88.85218943,86.59783109,84.5389512,82.66520651,81.26959969,80.15683587,79.43128865,78.69836756,78.06746128,77.56758259,77.13962936,76.65610647,76.30886993,75.94493243,75.4965826,74.88912179,73.92134286,72.54742888,71.09048743,69.40382081,67.53823795,65.61096746,63.52119103,61.51422474,59.02004158,56.35109468,53.27417029,50.18530258,47.04503884,44.0890828,41.1223808,38.33327251,35.30118467,32.13793134,30.04368173,28.1729215,26.59514398
"Gabon","GAB","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.6062495,122.1894222,117.8224829,113.577759,109.6495045,106.1457576,102.9633119,100.1024627,97.77600606,95.72993033,94.07069863,92.85659031,91.71368755,90.8655662,90.0833106,89.3592476,88.82653281,88.30053649,87.78344371,87.20370431,86.45845081,85.36381707,83.95183093,82.33231314,80.54391306,78.63396373,76.52812875,74.30132157,72.18520058,69.59541628,66.91104164,64.27937792,61.56261225,59.24993586,56.85083039,54.57441859,52.27282525,49.83205949,46.97580109,45.10712286,43.55862924,42.4601518
"Gabon","GAB","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.0359837,151.8440756,143.6006464,136.79064,130.9038902,125.67951,121.6292099,117.8202203,114.6894567,112.0392641,109.748113,107.9497139,106.4821903,105.5452753,104.8951554,104.2723542,103.6820032,103.0681766,102.3576467,101.7419236,100.970624,99.96451003,98.815721,97.12902124,94.91618032,92.61560544,90.14465104,87.34592213,84.56836119,81.65798535,79.02930643,76.5433846,74.3610672,72.92414209,71.54894809,70.66634962,69.77784221,68.93587826,67.2320819,67.15406647,67.10070528,67.8189325
"Gambia The","GMB","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,309.2985222,310.1530416,311.1702549,310.4461844,309.1636467,306.9712136,303.7801881,299.4281243,295.5784105,290.8952765,285.3112574,279.54232,274.1018265,268.8411277,263.4348362,257.6690551,251.7622816,245.5635085,239.7545563,233.6535669,227.6832837,221.7287057,215.9118936,210.3993807,205.1997686,199.7473865,194.2416378,188.6215969,183.2371097,177.4562422,171.6336288,166.0611611,160.7365242,155.7305644,150.7456918,145.9355406,141.2112545,136.3241397,131.3115882,126.4078879,121.4057578,116.516986,111.6420593,106.9818452,102.3659363,98.01690651,93.69723665,89.50567805,85.47167864,81.57061866,77.92064215,74.46165984,71.13063706,67.97302938,65.01736298,62.26158343,59.62310302,57.15110791,54.74346011,52.35860673,49.98790755,47.69595088,45.51280418,43.29158458
"Gambia The","GMB","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,388.6160676,381.3770883,374.2379773,367.1978078,360.3428052,353.5173307,347.2676046,341.1366981,334.8543677,328.3407851,322.1989134,315.9114515,309.9996692,303.6662032,297.4581174,291.0283044,284.4496897,277.7841402,271.1600173,264.4582041,257.8842818,251.3254789,244.98193,238.7436983,232.4178205,226.0569584,219.5470756,212.9097517,206.0475896,199.1751885,192.3787132,185.9047449,179.4871285,173.2709959,167.3879904,161.6250443,155.9482163,150.2403357,144.5282063,138.8549975,133.1985364,127.8082829,122.484695,117.4414824,112.5216988,107.8137893,103.1901925,98.71986918,94.37956964,90.26693418,86.37613378,82.67137549,79.19437916,75.99918637,72.93510952,70.04879286,67.32684941,64.76781944,62.31000269,60.04175768,57.83488065,55.71169433,53.65236215,51.72478405
"Gambia The","GMB","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,479.3004862,461.378023,445.3075506,430.881299,417.0333351,405.0999842,394.0887068,384.3561596,375.3787632,368.2812085,361.5349998,355.284081,349.2739217,343.9694809,338.0792535,331.6159979,324.6170706,317.5057056,310.4760116,303.4639598,297.1135596,290.0953322,282.9534768,275.7434396,268.4263755,260.6676815,252.5566284,243.651111,234.8913626,225.9759218,217.264032,209.2149883,201.2955052,193.5306872,186.3916644,179.4804939,172.6369501,165.7337538,159.0768516,152.6450184,146.3866103,140.4381416,134.7212921,129.1395673,123.7092017,118.5368733,113.4970512,108.6306581,103.8765214,99.46945876,95.38569931,91.60092095,88.04241114,84.60015392,81.39378849,78.40531533,75.71067611,73.16754303,70.67521462,68.44373763,66.37551431,64.57211557,62.84065379,61.4411324
"Georgia","GEO","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.61615397,47.42398417,47.95382265,48.17212387,47.81803306,47.27455577,46.73723113,46.07689284,45.22583509,44.53987277,43.9491886,43.53383601,43.19006003,43.07496738,42.99718966,42.90798953,42.77664349,42.4442143,41.89515462,41.20870339,40.33903858,39.23224756,37.91982485,36.29249667,34.34745913,32.26942009,30.12973374,27.96210531,25.81030404,23.69212643,21.67502064,19.7403953,17.88542136,16.1720586,14.59100481,13.25385538,12.15882199,11.29766494,10.65446208,10.18484339,9.841546583,9.531730699,9.166698443,8.733055748,8.240859675
"Georgia","GEO","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.87214616,68.26416026,65.77764802,63.45401534,61.22965548,58.93451446,56.76341009,54.77543707,53.08084171,51.53666925,50.31122586,49.41060147,48.78556349,48.36163918,48.04092667,47.74957586,47.43543189,47.07884218,46.61781884,45.99237055,45.15679561,44.0189061,42.63715984,40.88452695,38.88735563,36.58442484,34.1245667,31.50377072,28.80599582,26.16200825,23.60982639,21.23400039,19.09142998,17.18307204,15.54952267,14.17060015,13.03354173,12.1308268,11.43122071,10.90738535,10.51777816,10.23006008,10.00619776,9.799428625,9.584877866
"Georgia","GEO","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.8222871,99.3999431,90.82530889,83.82113286,77.92121898,72.99647815,68.56349068,65.06486375,62.07623821,59.69063217,57.80819608,56.43973354,55.34655244,54.49647541,53.90718588,53.32540054,52.83882885,52.52601638,52.15126544,51.61014565,50.7044415,49.47340546,48.10939046,46.41992727,44.49579277,42.12307627,39.41482059,36.45641812,33.2373252,29.98634496,26.74830338,23.75425295,21.03369931,18.67137346,16.72959718,15.17437574,13.96192271,12.989545,12.20803006,11.62212592,11.21889372,10.9818325,10.91973615,11.05159305,11.28600455
